ID,Label,Label FR,Label ES,Definition,Definition,Definition,Commentaire,Commentaire,Definition Source,See Also,Editor,Type,Parent Class,Disjoint Class,Equivalent Class,Domain,Range,Individual has value
ID,A rdfs:label,AL rdfs:label@fr,AL rdfs:label@es,A IAO:0000115,AL IAO:0000115@fr,AL IAO:0000115@es,A rdfs:comment,A rdfs:comment,>A IAO:0000119,AI rdfs:seeAlso,A IAO:0000117,TYPE,SC % SPLIT=|,DC %,EC %,DOMAIN,RANGE,TI SIO:000300 exactly %
BFO:0000002,,,,,,,,,,,,,,,,,,
BFO:0000015,,,,,,,,,,,,,,,,,,
BFO:0000019,,,,,,,,,,,,,,,,,,
BFO:0000028,,,,,,,,,,,,,,,,,,
BFO:0000030,,,,,,,,,,,,,,,,,,
BFO:0000034,,,,,,,,,,,,,,,,,,
BFO:0000040,,,,,,,,,,,,,,,,,,
WHOFIC:567313968,,,,,,,,,,,,,BFO:0000034|(SIO:000217 some WHOFIC:1437901287),,,,,
WHOFIC:1626363729,,,,,,,,,,,,,BFO:0000028|(SIO:000217 some WHOFIC:437219407)|(SIO:000217 some WHOFIC:524499668),,,,,
WHOFIC:423829389,,,,,,,,,,,,,BFO:0000019,,,,,
WHOFIC:1394728112,,,,,,,,,,,,,BFO:0000015|(SIO:000217 some WHOFIC:1280021050)|(SIO:000217 some WHOFIC:591104711),,,,,
WHOFIC:1280021050,,,,,,,,,,,,,(SIO:000218 some WHOFIC:1394728112),,,,,
WHOFIC:591104711,,,,,,,,,,,,,(SIO:000218 some WHOFIC:1394728112),,,,,
WHOFIC:524499668,,,,,,,,,,,,,(SIO:000218 some WHOFIC:1626363729),,,,,
WHOFIC:437219407,,,,,,,,,,,,,(SIO:000218 some FMA:62955)|(SIO:000218 some WHOFIC:1626363729),,,,,
WHOFIC:1437901287,,,,,,,,,,,,,(SIO:000218 some WHOFIC:567313968),,,,,
MONDO:0000001,,maladie,enfermedad,,,,JP: Translated to spanish using Bing Translator,,,,,,PROMOT:8000001|(RO:0004029 some HP:0000118)|(RO:0004003 some PROMOT:0000001),,,,,
FMA:62955,,,,,,,,,,,,,BFO:0000040,,,,,
FMA:5022,,,,,,,,,,,,,FMA:62955,,,,,
FMA:7490,,,,,,,,,,,,,FMA:62955,,,,,
FMA:50188,,,,,,,,,,,,,FMA:62955,,,,,
SIO:000218,,,,,,,,,,,,Object property,,,,,,
SIO:010057,,,,,,,,,,,,,SIO:000475|(SIO:000218 some PROMOT:3000001) or (SIO:000218 some SNOMED:125679009),,,,,
SIO:000217,,,,,,,,,,,,Object property,,,,,,
SIO:000475,,,,,,,,,,,,,BFO:0000019,,,,,
SIO:001268,,,,,,,,,,,,,SIO:000475|(SIO:000218 some PROMOT:0000001),,,,,
RO:0004029,,,,,,,,,,,,Object property,,,,,,
RO:0004003,,,,,,,,,,,,Object property,,,,,,
RO:0002201,,,,,,,,,,,,Object property,,,,,,
RO:0002351,,,,,,,,,,,,Object property,,,,PROMOT:4000001,,
HP:0000118,,,,,,,,,,,,,PROMOT:8000001|(RO:0002201 some PROMOT:3000001)|(SIO:000217 some PROMOT:6000001),,,,,
HP:0012823,,,,,,,,,,,,,BFO:0000019|(SIO:000218 some HP:0000118),,,,,
HP:0025280,,,,,,,,,,,,,HP:0012823,,,,,
HP:0012824,,,,,,,,,,,,,HP:0012823,,,,,
SCDO:1000194,,,,,,,,,,,,Object property,,,,,,
SNOMED:128927009,,,,,,,,,,,,,BFO:0000015|(PROMOT:2000003 some PROMOT:3000001),,,,,
SNOMED:360296002,,,,,,,,,,,,,BFO:0000030|(PROMOT:2000002 some PROMOT:3000001),,,,,
SNOMED:224899006,,,,,,,,,,,,,SNOMED:360296002,,,,,
SNOMED:183135000,,,,,,,,,,,,,BFO:0000030,,,,,
SNOMED:302147001,,,,,,,,,,,,,,,,,,
SNOMED:224076006,,,,,,,,,,,,,SNOMED:302147001,,,,,
SNOMED:184099003,,,,,,,,,,,,,,,,,,
SNOMED:125678001,,,,,,,,,,,,,SNOMED:125679009,,,,,
SNOMED:78272007,,,,,,,,,,,,,SNOMED:125679009,,,,,
SNOMED:21093007,,,,,,,,,,,,,SNOMED:125679009,,,,,
SNOMED:363787002,,,,,,,,,,,,,IAO:0000030,,,,,
SNOMED:125679009,,,,,,,,,,,,,NCBITaxon:9606|(BIOLINK:related_to some PROMOT:3000001)|(SIO:000217 some SIO:010057),,,,,
NCBITaxon:9606,,,,,,,,,,,,,(SIO:000217 some SIO:010057),,,,,
VO:0001039,,,,,,,,,,,,Object property,,,,,,
IAO:0000030,,,,,,,,,,,,,BFO:0000031,,,,,
OBI:0100026,,,,,,,,,,,,,BFO:0000040,,,,,
SNOMED:33821000087103,,,,,,,,,,,,,SNOMED:302147001,,,,,
SNOMED:57427004,,,,,,,,,,,,,SNOMED:363787002,,,,,
SNOMED:184099003,,,,,,,,,,,,,SNOMED:302147001,,,,,
SNOMED:125680007,,,,,,,,,,,,,SNOMED:302147001,,,,,
HP:0032316,,,,,,,,,,,,,IAO:0000030,,,,,
SNOMED:128927009,,,,,,,,,,,,,BFO:0000015,,,,,
SNOMED:84100007,,,,,,,,,,,,,SNOMED:128927009,,,,,
SNOMED:5880005,,,,,,,,,,,,,SNOMED:128927009,,,,,
SNOMED:315306007,,,,,,,,,,,,,SNOMED:128927009,,,,,
SNOMED:12894003,,,,,,,,,,,,,SNOMED:315306007,,,,,
SNOMED:840297006,,,,,,,,,,,,,SNOMED:315306007,,,,,
SNOMED:443227006,,,,,,,,,,,,,SNOMED:840297006,,,,,
SNOMED:717317000,,,,,,,,,,,,,SNOMED:840297006,,,,,
SNOMED:445587006,,,,,,,,,,,,,SNOMED:840297006,,,,,
SNOMED:252478000,,,,,,,,,,,,,SNOMED:12894003,,,,,
SNOMED:431527001,,,,,,,,,,,,,SNOMED:12894003,,,,,
SNOMED:445993006,,,,,,,,,,,,,SNOMED:12894003,,,,,
SNOMED:252482003,,,,,,,,,,,,,SNOMED:12894003,,,,,
SNOMED:404932006,,,,,,,,,,,,,SNOMED:12894003,,,,,
SNOMED:450737006,,,,,,,,,,,,,SNOMED:12894003,,,,,
SNOMED:58938008,,,,,,,,,,,,,SNOMED:360296002,,,,,
SNOMED:27113001,,,,,,,,,,,,,SNOMED:363787002,,,,,
SNOMED:1153637007,,,,,,,,,,,,,SNOMED:363787002,,,,,
SNOMED:60621009,,,,,,,,,,,,,SNOMED:363787002,,,,,
SNOMED:27113001,,,,,,,,,,,,,SNOMED:363787002,,,,,
SNOMED:1153637007,,,,,,,,,,,,,SNOMED:363787002,,,,,
SNOMED:186034007,,,,,,,,"Ongoing discussion, needs legal advise/approval",,,,,,,,,,
BIOLINK:affects,affects,affecte,afecta,Describes an entity that has an effect on the state or quality of another existing entity.,Une relation entre deux entités où la première a un impact sur l’état ou une qualité de la seconde entité.,Una relación entre dos entidades donde la primera tiene un impacto en el estado o una calidad de la segunda entidad. ,JP: Translated to spanish using Bing Translator,To replace by affects SIO?,https://bioportal.bioontology.org/ontologies/BIOLINK,https://biolink.github.io/biolink-model/,,Object property,,,,,,
BIOLINK:related_to,related to,a un lien avec,está relacionado con,A relationship that is asserted between two named things,Une relation entre deux entités.,Una relación entre dos entidades. ,JP: Translated to spanish using Bing Translator,,https://bioportal.bioontology.org/ontologies/BIOLINK,https://biolink.github.io/biolink-model/,,Object property,,,,,,
PROMOT:0000001,Genetic mutation,mutation génetique,mutación genética ,A sequence alteration that is very rare allele in a population.,Une altération génétique qui est rare dans une population.,Una alteración genética que es rara en una población. ,JP: Translated to spanish using Bing Translator,,GENO:0000492,Gene Ontology Resource ,Juliette Potier,,BFO:0000002|(SIO:000217 some SIO:001268)|(RO:0004013 some MONDO:0000001),,,,,
PROMOT:0000002,PABPN1 mutation,mutation du gène PABPN1,mutación del gen PAPBN1,A sequence alteration located within the PABPN1 gene,Une altération génétique située au niveau du gène PABPN1.,Una alteración genética ubicada en el gen PABPN1. ,JP: Translated to spanish using Bing Translator,Related to oculopharyngeal muscular dystrophy,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000003,RYR1 mutation,mutation du gène RYR1,mutación del gen RYR1,A sequence alteration located within the RYR1 gene,Une altération génétique située au niveau du gène RYR1.,Una alteración genética ubicada en el gen RYR1. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000004,TTN mutation,mutation du gène TTN,mutación del gen TTN,A sequence alteration located within the TTN gene,Une altération génétique située au niveau du gène TTN.,Una alteración genética ubicada en el gen TTN. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000005,NEB mutation,mutation du gène NEB,mutación del gen NEB,A sequence alteration located within the NEB gene,Une altération génétique située au niveau du gène NEB.,Una alteración genética ubicada en el gen NEB. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000006,MTM1 mutation,mutation du gène NMTM1,mutación del gen NMTM1,A sequence alteration located within the MTM1 gene,Une altération génétique située au niveau du gène MTM1.,Una alteración genética ubicada en el gen MTM1. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000007,ACTA1 mutation,mutation du gène ACTA1,mutación del gen ACTA1,A sequence alteration located within the ACTA1 gene,Une altération génétique située au niveau du gène ACTA1.,Una alteración genética ubicada en el gen ACTA1. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000008,SELENON mutation,mutation du gène SELENON,mutación del gen SELENON,A sequence alteration located within the SELENON gene,Une altération génétique située au niveau du gène SELENON.,Una alteración genética ubicada en el gen SELENON. ,JP: Translated to spanish using Bing Translator,Related to congenital myopathies,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000009,CHRNE mutation,mutation du gène CHRNE,mutación del gen CHRNE,A sequence alteration located within the CHRNE gene,Une altération génétique située au niveau du gène CHRNE.,Una alteración genética ubicada en el gen CHRNE. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000010,DOK7 mutation,mutation du gène DOK7,mutación del gen DOK7,A sequence alteration located within the DOK7 gene,Une altération génétique située au niveau du gène DOK7.,Una alteración genética ubicada en el gen DOK7. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000011,COLQ mutation,mutation du gène COLQ,mutación del gen COLQ,A sequence alteration located within the COLQ gene,Une altération génétique située au niveau du gène COLQ.,Una alteración genética ubicada en el gen COLQ. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000012,RAPSN mutation,mutation du gène RAPSN,mutación del gen RAPSN,A sequence alteration located within the RAPSN gene,Une altération génétique située au niveau du gène RAPSN.,Una alteración genética ubicada en el gen RAPSN. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000013,GFPT1 mutation,mutation du gène GFPT1,mutación del gen GFPT1,A sequence alteration located within the GFPT1 gene,Une altération génétique située au niveau du gène GFPT1.,Una alteración genética ubicada en el gen GFPT1. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:0000014,GMPPB mutation,mutation du gène GMPPB,mutación del gen GMPPB,A sequence alteration located within the GMPPB gene,Une altération génétique située au niveau du gène GMPPB.,Una alteración genética ubicada en el gen GMPPB. ,JP: Translated to spanish using Bing Translator,Related to congenital myasthenic syndromes,,,Juliette Potier,,PROMOT:0000001,,,,,
PROMOT:1000001,found in,Est trouvé avec,encontrado gracias a ,Indicates the source from which we found the class.,L’annotation indique la source qui justifie la présence de la classe dans le modèle.,La anotación indica la fuente que justifica la presencia de la clase en el modelo. ,JP: Translated to spanish using Bing Translator,,,,Juliette Potier,Annotation property,,,,,xsd:string,
PROMOT:2000001,is location of,est la localisation de,es la localización de ,"A relation between a phenotypically related anatomical entity and a phenotype, where the phenotype is located in the phenotypically related anatomical entity.",Une relation entre une entité anatomique et un phénotype où le phénotype est localisé au niveau de l’entité anatomique.,Una relación entre una entidad anatómica y un fenotipo donde el fenotipo está localizado en el nivel de la entidad anatómica. ,JP: Translated to spanish using Bing Translator,,,,Juliette Potier,Object property,,,,PROMOT:7000001,HP:0000118,
PROMOT:2000002,is used by,est utilisé par,es utilizado por ,"A relation between a device and a patient, where the patient uses an assistive equipment in order to move or to accomplish something, such as a task or an activity.","Une relation entre un appareil et un patient où le patient utilise l’appareil pour se déplacer, effectuer une action ou une activité.","Una relación entre un dispositivo y un paciente donde el paciente utiliza el dispositivo para moverse, realizar una acción o una actividad. ",JP: Translated to spanish using Bing Translator,,,,Juliette Potier,Object property,,,,SNOMED:360296002,PROMOT:3000001,
PROMOT:2000003,assesses,évalue,evalúa ,"A relation between an evaluation procedure and a patient, where the patient is assessed by an evaluation procedure, such as a test, a questionnaire or a scale.","Une relation entre une procédure et un patient où la procédure évalue le patient au moyen, par exemple, d’un test, d’un questionnaire ou d’une échelle.","Una relación entre un procedimiento y un paciente donde el procedimiento evalúa al paciente mediante, por ejemplo, una prueba, un cuestionario o una escala. ",JP: Translated to spanish using Bing Translator,,,,Juliette Potier,Object property,,,,SNOMED:386053000,PROMOT:3000001,
PROMOT:3000001,Patient,Patient,Paciente ,A patient.,Un patient,un paciente ,JP: Translated to spanish using Bing Translator,,,,Juliette Potier,,NCBITaxon:9606|(VO:0001039 some PROMOT:0000001)|(SIO:000217 some SIO:010057),,,,,
PROMOT:3100001,Medication,Médicament,medicamento ,"A medicine, substance or active composition given to an organism for therapeutic purposes. ","Un médicament, une substance ou composé actifs donné à un organisme à des fins thérapeutiques.","Un medicamento, una sustancia o compuesto activo administrado a un organismo con fines terapéuticos. ",JP: Translated to spanish using Bing Translator,,,,Juliette Potier,,BFO:0000030,,,,,
PROMOT:4000001,Statement,énoncé au sujet d’une entité,declaración sobre una entidad ,A statement about an entity such as a person or an process to state details about them.,Un énoncé au sujet d’une entité telle qu’une personne ou un processus qui apporte des informations à leur sujet.,Una declaración sobre una entidad como una persona o un proceso que brinda información sobre ellos. ,JP: Translated to spanish using Bing Translator,,,,Juliette Potier,,IAO:0000030,,,,,
PROMOT:4100001,Patient statement,énoncé concernant un patient,declaración sobre un paciente,A statement regarding a patient to state details about them.,Un énoncé au sujet d’un patient qui apporte des informations à son sujet.,Una declaración sobre un paciente que aporta información sobre él. ,JP: Translated to spanish using Bing Translator,,,,Juliette Potier,,PROMOT:4600001,,,,,
PROMOT:4200001,Phenotype statement,énoncé concernant un phénotype,declaración sobre un fenotipo,A statement regarding a phenotype to state details about it.,Un énoncé au sujet d’un phénotype qui apporte des informations à son sujet.,Una declaración sobre un fenotipo que aporta información sobre él. ,JP: Translated to spanish using Bing Translator,,,"BIH-CEI rd-cdm: Repo for the ontology-based rare disease common data model harmonising international registry use, FHIR, and Phenopackets ",Juliette Potier,,PROMOT:4000001,,,,,
PROMOT:4200004,Date of resolution,date de résolution,Fecha de resolución ,The date when an abnormal disposition disapears such as a disease or a phenotypic abnormality.,"Une date à laquelle une disposition anormale, telle qu’une maladie ou un phénotype, cesse d’exister. ","Une date à laquelle une disposition anormale, telle qu’une maladie ou un phénotype, cesse d’exister. ",JP: Translated to spanish using Bing Translator,,,,Juliette Potier,,SNOMED:363787002,,,,,
PROMOT:4200007,Evidence statement,,,UNSURE: TO CHANGE,UNSURE: TO CHANGE,,,,,,Juliette Potier,,PROMOT:4200001,,,,,
PROMOT:4300001,Procedure statement,,,A statement regarding a procedure to describe it.,Un énoncé au sujet d’un processus qui apporte des informations à son sujet.,Una declaración sobre un proceso que aporta información sobre él. ,JP: Translated to spanish using Bing Translator,,,,Juliette Potier,,PROMOT:4000001,,,,,
PROMOT:4300004,Result of procedure statement,,,A statement regarding the result of procedure.,UNSURE: TO CHANGE,,,,,,Juliette Potier,,PROMOT:4300001,,,,,
PROMOT:4400001,Relative statement,Énoncé concernant un proche d’un patient,Declaración sobre un cercano del paciente ,A statement regarding a patient’s relative,Un énoncé au sujet d’un proche d’un patient qui apporte des informations à son sujet.,Una declaración sobre un familiar de un paciente que aporta información sobre él. ,JP: Translated to spanish using Bing Translator,,,,Juliette Potier,,PROMOT:4600001|(RO:0002351 some SNOMED:125679009),,,,,
PROMOT:4500001,Medication statement,Énoncé concernant un médicament,Declaración sobre un medicamento,A statement regarding a medication.,UNSURE: TO CHANGE,,,,,,Juliette Potier,,PROMOT:4000001,,,,,
